Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,1,0.249,602,0.206,1,1,0.242,1,235,3,1,100,1,1,0.398,1,0.255,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0
36,0,0.249,1480,0.138,3,2,0.136,1,238,4,0,30,3,1,0.239,2,0.255,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2
30,0,0.08,111,0.138,9,3,0.136,1,239,3,0,66,3,2,0.239,1,0.101,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10
45,0,0.15,1268,0.206,4,2,0.147,1,240,3,1,30,3,2,0.175,1,0.101,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3
56,0,0.15,713,0.138,8,3,0.147,1,241,3,1,67,3,1,0.161,1,0.101,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2
33,0,0.15,134,0.138,2,3,0.147,1,242,3,0,90,3,1,0.161,4,0.255,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2
19,1,0.15,303,0.138,2,3,0.147,1,243,2,0,47,2,1,0.239,4,0.255,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0
46,0,0.15,526,0.206,1,2,0.22,1,244,2,1,92,3,3,0.175,1,0.101,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7
38,0,0.15,1380,0.138,9,2,0.147,1,245,3,1,75,3,1,0.239,4,0.255,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1
31,0,0.15,140,0.138,12,1,0.136,1,246,3,1,95,3,1,0.161,4,0.125,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2
34,0,0.15,629,0.138,27,2,0.136,1,247,4,1,95,3,1,0.161,2,0.255,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2
41,1,0.15,1356,0.206,20,2,0.22,1,248,2,1,70,3,1,0.398,2,0.255,3140,21728,1,1,22,4,4,0,4,5,2,4,3,0,2
50,0,0.15,328,0.138,1,3,0.136,1,249,3,0,86,2,1,0.239,3,0.125,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2
53,0,0.15,1084,0.138,13,2,0.136,1,250,4,1,57,4,2,0.069,1,0.101,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3
33,0,0.15,931,0.138,14,3,0.136,1,252,4,1,72,3,1,0.161,2,0.125,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6
40,0,0.15,989,0.138,4,1,0.136,1,253,4,1,46,3,5,0.049,3,0.125,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9
55,0,0.15,692,0.138,14,4,0.136,1,254,3,0,61,4,5,0.025,2,0.255,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15
34,0,0.249,1069,0.138,2,1,0.147,1,256,4,0,45,2,2,0.069,3,0.125,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9
51,0,0.15,313,0.138,3,3,0.136,1,258,4,1,98,3,4,0.069,2,0.255,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0
52,0,0.15,699,0.138,1,4,0.147,1,259,3,0,65,2,5,0.049,3,0.125,19999,5678,0,0,14,3,1,1,34,5,3,33,18,11,9
27,0,0.15,894,0.138,9,3,0.136,1,260,4,1,99,3,1,0.161,2,0.255,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3
35,1,0.15,556,0.138,23,2,0.147,1,261,2,0,50,2,2,0.069,3,0.125,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1
43,0,0.08,1344,0.138,7,3,0.136,1,262,4,0,37,4,1,0.161,4,0.101,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2
45,0,0.08,1195,0.138,2,2,0.136,1,264,1,0,65,2,4,0.049,4,0.125,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8
37,0,0.15,290,0.138,21,3,0.147,1,267,2,0,65,4,1,0.161,1,0.125,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7
35,0,0.249,138,0.138,2,3,0.136,1,269,2,1,37,3,2,0.239,2,0.255,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2
42,0,0.08,926,0.138,21,2,0.136,1,270,3,1,36,3,2,0.069,3,0.101,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2
38,0,0.15,1261,0.138,2,4,0.147,1,271,4,0,88,3,2,0.069,3,0.125,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0
38,0,0.15,1084,0.138,29,3,0.242,1,273,4,0,54,3,2,0.069,4,0.125,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7
27,0,0.249,472,0.138,1,1,0.242,1,274,3,0,60,2,2,0.069,1,0.125,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0
49,0,0.08,1002,0.138,18,4,0.147,1,275,4,0,92,3,2,0.069,4,0.101,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7
34,0,0.249,878,0.138,10,4,0.136,1,277,4,0,43,3,1,0.161,3,0.101,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0
40,0,0.15,905,0.138,19,2,0.136,1,281,3,0,99,3,2,0.239,4,0.125,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7
38,1,0.15,1180,0.138,29,1,0.136,1,282,2,0,70,3,2,0.069,1,0.125,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0
29,1,0.15,121,0.206,27,3,0.22,1,283,2,1,35,3,3,0.175,4,0.125,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9
22,0,0.15,1136,0.138,5,3,0.147,1,284,4,0,60,4,1,0.161,2,0.101,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2
36,0,0.249,635,0.138,18,1,0.136,1,286,2,1,73,3,1,0.239,4,0.255,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7
40,0,0.08,1151,0.138,9,5,0.147,1,287,4,0,63,2,2,0.069,4,0.125,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2
46,0,0.15,644,0.138,1,4,0.136,1,288,4,0,97,3,3,0.069,1,0.101,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3
32,1,0.15,1045,0.206,4,4,0.136,1,291,4,0,32,1,3,0.175,4,0.125,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8
30,0,0.08,829,0.138,1,1,0.147,1,292,3,0,88,2,3,0.069,3,0.255,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8
27,0,0.249,1242,0.206,20,3,0.147,1,293,4,1,90,3,2,0.175,3,0.255,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7
51,0,0.15,1469,0.138,8,4,0.147,1,296,2,0,81,2,3,0.025,2,0.125,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7
30,1,0.15,1005,0.138,3,3,0.242,1,297,4,1,88,3,1,0.161,1,0.255,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4
41,0,0.15,896,0.206,6,3,0.147,1,298,4,1,75,3,3,0.049,4,0.255,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0
30,1,0.249,334,0.206,26,4,0.22,1,299,3,1,52,2,2,0.175,1,0.255,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1
29,1,0.15,992,0.138,1,3,0.242,1,300,3,0,85,3,1,0.161,3,0.255,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5
45,0,0.08,1052,0.206,6,3,0.136,1,302,4,1,57,2,3,0.175,4,0.255,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8
54,0,0.15,1147,0.206,3,3,0.22,1,303,4,1,52,3,2,0.175,1,0.125,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5
36,0,0.15,1396,0.138,5,2,0.147,1,304,4,0,62,3,2,0.239,2,0.255,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7
33,0,0.15,147,0.138,4,4,0.136,1,305,3,1,47,2,1,0.161,2,0.125,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1
37,0,0.249,663,0.138,11,3,0.134,1,306,2,0,47,3,3,0.025,4,0.101,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7
38,0,0.15,119,0.206,3,3,0.147,1,307,1,0,76,3,3,0.175,3,0.101,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13
31,0,0.08,979,0.138,1,4,0.136,1,308,3,0,90,1,2,0.069,3,0.125,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4
59,0,0.15,142,0.138,3,3,0.147,1,309,3,0,70,2,1,0.161,4,0.125,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0
37,0,0.249,319,0.206,4,4,0.22,1,311,1,0,41,3,1,0.398,4,0.101,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8
29,0,0.249,1413,0.206,1,1,0.136,1,312,2,1,42,3,3,0.175,4,0.125,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1
35,0,0.249,944,0.206,1,3,0.22,1,314,3,1,92,3,3,0.175,3,0.255,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8
29,1,0.15,896,0.138,18,1,0.136,1,315,3,0,86,2,1,0.161,4,0.255,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1
52,0,0.15,1323,0.138,2,3,0.147,1,316,3,1,89,2,1,0.239,4,0.255,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2
42,0,0.15,532,0.138,4,2,0.242,1,319,3,0,58,3,5,0.049,4,0.125,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15
59,0,0.15,818,0.19,6,2,0.136,1,321,2,0,52,3,1,0.231,3,0.125,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2
50,0,0.15,854,0.206,1,4,0.136,1,323,4,1,68,3,5,0.049,4,0.101,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6
33,1,0.15,813,0.138,14,3,0.136,1,325,3,0,58,3,1,0.239,4,0.125,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4
43,0,0.15,1034,0.206,16,3,0.22,1,327,4,1,80,3,4,0.049,4,0.125,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9
33,1,0.15,465,0.138,2,2,0.147,1,328,1,1,39,3,1,0.239,1,0.125,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7
52,0,0.08,771,0.206,2,4,0.147,1,329,1,0,79,2,5,0.049,3,0.255,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12
32,0,0.15,1401,0.206,4,2,0.147,1,330,3,1,56,3,1,0.398,2,0.125,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2
32,1,0.15,515,0.138,1,3,0.147,1,331,4,0,62,2,1,0.239,3,0.255,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2
39,0,0.15,1431,0.138,1,4,0.136,1,332,3,1,96,3,1,0.239,3,0.101,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2
32,0,0.08,976,0.206,26,4,0.22,1,333,3,0,100,3,2,0.175,4,0.125,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2
41,0,0.15,1411,0.138,19,2,0.147,1,334,3,0,36,3,2,0.161,1,0.101,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0
40,0,0.15,1300,0.138,24,2,0.242,1,335,1,0,62,3,2,0.161,4,0.101,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7
45,0,0.15,252,0.138,1,3,0.134,1,336,3,0,70,4,5,0.049,4,0.125,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7
31,0,0.249,1327,0.138,3,4,0.136,1,337,2,0,73,3,3,0.025,3,0.101,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2
33,0,0.15,832,0.138,5,4,0.147,1,338,3,1,63,2,1,0.161,4,0.125,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2
34,0,0.15,470,0.138,2,4,0.147,1,339,4,0,84,2,2,0.069,1,0.125,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9
37,0,0.15,1017,0.138,1,2,0.136,1,340,3,1,83,2,1,0.161,1,0.125,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2
45,0,0.249,1199,0.138,7,4,0.147,1,341,1,0,77,4,2,0.069,3,0.125,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2
37,1,0.249,504,0.138,10,3,0.136,1,342,1,0,61,3,3,0.069,3,0.101,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0
39,0,0.249,505,0.138,2,4,0.242,1,343,3,1,64,3,3,0.069,3,0.255,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8
29,0,0.15,665,0.138,15,3,0.147,1,346,3,0,60,3,1,0.161,4,0.255,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5
42,0,0.15,916,0.138,17,2,0.147,1,347,4,1,82,4,2,0.161,1,0.255,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2
29,0,0.15,1247,0.206,20,2,0.22,1,349,4,0,45,3,2,0.175,4,0.101,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2
25,0,0.15,685,0.138,1,3,0.147,1,350,1,1,62,3,2,0.069,3,0.125,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2
42,0,0.15,269,0.138,2,3,0.136,1,351,4,1,56,2,1,0.239,1,0.101,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8
40,0,0.15,1416,0.138,2,2,0.136,1,352,1,0,49,3,5,0.025,3,0.101,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9
51,0,0.15,833,0.138,1,3,0.147,1,353,3,0,96,3,1,0.161,4,0.125,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0
31,1,0.249,307,0.138,29,2,0.136,1,355,3,0,71,2,1,0.239,2,0.255,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4
32,0,0.249,1311,0.138,7,3,0.147,1,359,2,0,100,4,1,0.239,2,0.125,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3
38,0,0.08,1327,0.206,2,2,0.147,1,361,4,0,39,2,2,0.175,4,0.125,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5
32,0,0.15,128,0.138,2,1,0.242,1,362,4,0,84,2,2,0.239,1,0.255,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4
46,0,0.15,488,0.206,2,3,0.242,1,363,3,1,75,1,4,0.049,2,0.125,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7
28,1,0.15,529,0.138,2,4,0.147,1,364,1,0,79,3,1,0.239,3,0.255,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0
29,0,0.15,1210,0.206,2,3,0.136,1,366,1,0,78,2,2,0.175,2,0.125,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0
31,0,0.15,1463,0.138,23,3,0.136,1,367,2,0,64,2,2,0.069,4,0.125,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8
25,0,0.08,675,0.138,5,2,0.147,1,369,2,0,85,4,2,0.069,1,0.101,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5
45,0,0.15,1385,0.138,20,2,0.136,1,372,3,0,79,3,4,0.069,4,0.125,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10
36,0,0.15,1403,0.138,6,3,0.147,1,373,4,0,47,3,1,0.239,4,0.125,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11
55,0,0.15,452,0.138,1,3,0.136,1,374,4,0,81,3,5,0.049,1,0.255,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13
47,1,0.08,666,0.138,29,4,0.147,1,376,1,0,88,3,3,0.049,2,0.125,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9
28,0,0.15,1158,0.138,9,3,0.136,1,377,4,0,94,3,1,0.161,4,0.125,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4
37,0,0.15,228,0.206,6,4,0.136,1,378,3,0,98,3,2,0.175,4,0.125,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1
21,0,0.15,996,0.138,3,2,0.136,1,379,4,0,100,2,1,0.161,3,0.255,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0
37,0,0.08,728,0.138,1,4,0.136,1,380,1,1,80,3,3,0.025,4,0.101,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2
35,0,0.15,1315,0.138,22,3,0.147,1,381,2,1,71,4,3,0.049,2,0.101,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2
38,0,0.15,322,0.206,7,2,0.136,1,382,1,1,44,4,2,0.175,1,0.101,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7
26,0,0.249,1479,0.138,1,3,0.147,1,384,3,1,84,3,2,0.069,2,0.101,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4
50,0,0.15,797,0.138,4,1,0.147,1,385,1,0,96,3,5,0.025,2,0.101,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6
53,0,0.15,1070,0.138,3,4,0.136,1,386,3,0,45,3,4,0.025,3,0.125,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3
42,0,0.15,635,0.206,1,1,0.147,1,387,2,0,99,3,2,0.175,3,0.125,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6
29,0,0.249,442,0.206,2,2,0.147,1,388,2,0,44,3,2,0.175,4,0.255,4554,20260,1,0,18,3,1,0,10,3,2,10,7,0,9
55,0,0.15,147,0.138,20,2,0.242,1,389,2,0,37,3,2,0.239,4,0.125,5415,15972,3,1,19,3,4,1,12,4,3,10,7,0,8
26,0,0.249,496,0.138,11,2,0.136,1,390,1,0,60,3,2,0.069,1,0.125,4741,22722,1,1,13,3,3,1,5,3,3,5,3,3,3
37,0,0.15,1372,0.138,1,3,0.147,1,391,4,1,42,3,1,0.161,4,0.255,2115,15881,1,0,12,3,2,0,17,3,3,17,12,5,7
44,1,0.249,920,0.138,24,3,0.147,1,392,4,0,43,3,1,0.239,3,0.101,3161,19920,3,1,22,4,4,1,19,0,1,1,0,0,0
38,0,0.15,688,0.138,23,4,0.147,1,393,4,0,82,3,2,0.069,4,0.101,5745,18899,9,0,14,3,2,1,10,2,3,2,2,1,2
26,1,0.15,1449,0.138,16,4,0.136,1,394,1,0,45,3,1,0.239,2,0.101,2373,14180,2,1,13,3,4,1,5,2,3,3,2,0,2
28,0,0.15,1117,0.138,8,2,0.147,1,395,4,1,66,3,1,0.161,4,0.255,3310,4488,1,0,21,4,4,0,5,3,3,5,3,0,2
49,0,0.249,636,0.138,10,4,0.147,1,396,3,1,35,3,5,0.025,1,0.255,18665,25594,9,1,11,3,4,0,22,4,3,3,2,1,2
36,0,0.15,506,0.138,3,3,0.242,1,397,3,0,30,3,2,0.161,2,0.255,4485,26285,4,0,12,3,4,0,10,2,3,8,0,7,7
31,0,0.249,444,0.206,5,3,0.22,1,399,4,1,84,3,1,0.398,2,0.101,2789,3909,1,0,11,3,3,1,2,5,2,2,2,2,2
26,1,0.15,950,0.206,4,4,0.22,1,401,4,0,48,2,2,0.175,4,0.255,5828,8450,1,1,12,3,2,0,8,0,3,8,7,7,4
37,0,0.249,889,0.138,9,3,0.136,1,403,2,0,53,3,1,0.161,4,0.125,2326,11411,1,1,12,3,3,3,4,3,2,4,2,1,2
42,0,0.249,555,0.206,26,3,0.22,1,404,3,1,77,3,4,0.175,2,0.125,13525,14864,5,0,14,3,4,1,23,2,4,20,4,4,8
18,1,0.15,230,0.138,3,3,0.147,1,405,3,0,54,3,1,0.239,3,0.255,1420,25233,1,0,13,3,3,0,0,2,3,0,0,0,0
35,0,0.15,1232,0.206,16,3,0.22,1,406,3,0,96,3,3,0.175,2,0.125,8020,5100,0,0,15,3,3,2,12,3,2,11,9,6,9
36,0,0.249,566,0.138,18,4,0.147,1,407,3,0,81,4,1,0.239,4,0.125,3688,7122,4,0,18,3,4,2,4,2,3,1,0,0,0
51,0,0.15,1302,0.138,2,3,0.136,1,408,4,0,84,1,2,0.069,2,0.101,5482,16321,5,0,18,3,4,1,13,3,3,4,1,1,2
41,0,0.15,334,0.206,2,4,0.147,1,410,4,0,88,3,4,0.049,2,0.255,16015,15896,1,0,19,3,2,0,22,2,3,22,10,0,4
18,0,0.15,812,0.206,10,3,0.136,1,411,4,1,69,2,1,0.398,3,0.255,1200,9724,1,0,12,3,1,0,0,2,3,0,0,0,0
28,0,0.15,1476,0.138,16,2,0.136,1,412,2,0,68,4,2,0.069,1,0.255,5661,4824,0,0,19,3,3,0,9,2,3,8,3,0,7
31,0,0.15,218,0.206,7,3,0.242,1,416,2,0,100,4,2,0.175,4,0.125,6929,12241,4,0,11,3,2,1,10,3,2,8,7,7,7
39,0,0.15,1132,0.138,1,3,0.136,1,417,3,0,48,4,3,0.069,4,0.101,9613,10942,0,0,17,3,1,3,19,5,2,18,10,3,7
36,0,0.08,1105,0.138,24,4,0.147,1,419,2,1,47,3,2,0.239,2,0.125,5674,6927,7,0,15,3,3,1,11,3,3,9,8,0,8
32,0,0.15,906,0.206,7,3,0.147,1,420,4,0,91,2,2,0.175,3,0.125,5484,16985,1,0,14,3,3,1,13,3,2,13,8,4,8
38,0,0.15,849,0.138,25,2,0.147,1,421,1,1,81,2,3,0.025,2,0.125,12061,26707,3,0,17,3,3,1,19,2,3,10,8,0,1
58,0,0.08,390,0.138,1,4,0.147,1,422,4,0,32,1,2,0.069,3,0.101,5660,17056,2,1,13,3,4,1,12,2,3,5,3,1,2
31,0,0.15,691,0.138,5,4,0.242,1,423,3,0,86,3,1,0.161,4,0.125,4821,10077,0,1,12,3,3,1,6,4,3,5,2,0,3
31,0,0.15,106,0.19,2,3,0.259,1,424,1,0,62,2,2,0.231,1,0.125,6410,17822,3,0,12,3,4,0,9,1,3,2,2,1,0
45,0,0.249,1249,0.138,7,3,0.147,1,425,1,0,97,3,3,0.239,1,0.101,5210,20308,1,0,18,3,1,1,24,2,3,24,9,9,11
31,0,0.15,192,0.138,2,4,0.147,1,426,3,0,32,3,1,0.161,4,0.101,2695,7747,0,1,18,3,2,1,3,2,1,2,2,2,2
33,0,0.249,553,0.138,5,4,0.147,1,428,4,1,74,3,3,0.049,2,0.125,11878,23364,6,0,11,3,2,2,12,2,3,10,6,8,8
39,0,0.15,117,0.138,10,1,0.136,1,429,3,0,99,3,4,0.049,1,0.125,17068,5355,1,1,14,3,4,0,21,3,3,21,9,11,10
43,0,0.249,185,0.138,10,4,0.147,1,430,3,1,33,3,1,0.239,4,0.255,2455,10675,0,0,19,3,1,0,9,5,3,8,7,1,7
49,0,0.15,1091,0.138,1,2,0.242,1,431,3,1,90,2,4,0.069,3,0.255,13964,17810,7,1,12,3,4,0,25,2,3,7,1,0,7
52,1,0.15,723,0.138,8,4,0.136,1,433,3,0,85,2,2,0.161,2,0.125,4941,17747,2,0,15,3,1,0,11,3,2,8,2,7,7
27,0,0.15,1220,0.138,5,3,0.147,1,434,3,1,85,3,1,0.161,2,0.255,2478,20938,1,1,12,3,2,0,4,2,2,4,3,1,2
32,0,0.15,588,0.206,8,2,0.242,1,436,3,1,65,2,2,0.175,2,0.125,5228,24624,1,1,11,3,4,0,13,2,3,13,12,11,9
27,0,0.15,1377,0.206,2,3,0.147,1,437,4,0,74,3,2,0.175,3,0.255,4478,5242,1,1,11,3,1,0,5,3,3,5,4,0,4
31,0,0.15,691,0.206,7,3,0.22,1,438,4,0,73,3,2,0.175,4,0.101,7547,7143,4,0,12,3,4,3,13,3,3,7,7,1,7
32,0,0.15,1018,0.138,2,4,0.136,1,439,1,1,74,4,2,0.161,4,0.255,5055,10557,7,0,16,3,3,0,10,0,2,7,7,0,7
28,1,0.15,1157,0.138,2,4,0.136,1,440,1,0,84,1,1,0.161,4,0.125,3464,24737,5,1,13,3,4,0,5,4,2,3,2,2,2
30,0,0.15,1275,0.138,28,2,0.136,1,441,4,1,64,3,2,0.161,4,0.125,5775,11934,1,0,13,3,4,2,11,2,3,10,8,1,9
31,0,0.249,798,0.138,7,2,0.147,1,442,3,1,48,2,3,0.069,3,0.125,8943,14034,1,0,24,4,1,1,10,2,3,10,9,8,9
39,0,0.249,672,0.138,7,2,0.136,1,444,3,0,54,2,5,0.049,4,0.125,19272,21141,1,0,15,3,1,1,21,2,3,21,9,13,3
39,1,0.15,1162,0.206,3,2,0.136,1,445,4,1,41,3,2,0.175,3,0.125,5238,17778,4,1,18,3,1,0,12,3,2,1,0,0,0
33,0,0.249,508,0.206,10,3,0.22,1,446,2,0,46,2,2,0.175,4,0.255,4682,4317,3,0,14,3,3,0,9,6,2,7,7,0,1
47,0,0.15,1482,0.138,5,5,0.147,1,447,4,0,42,3,5,0.025,3,0.125,18300,16375,4,0,11,3,2,1,21,2,3,3,2,1,1
43,0,0.249,559,0.138,10,4,0.147,1,448,3,1,82,2,2,0.239,3,0.101,5257,6227,1,0,11,3,2,1,9,3,4,9,7,0,0
27,0,0.08,210,0.206,1,1,0.22,1,449,3,0,73,3,2,0.175,2,0.125,6349,22107,0,1,13,3,4,1,6,0,3,5,4,1,4
54,0,0.249,928,0.138,20,4,0.147,1,450,4,1,31,3,2,0.161,3,0.255,4869,16885,3,0,12,3,4,0,20,4,2,4,3,0,3
43,0,0.15,1001,0.138,7,3,0.147,1,451,3,1,43,3,3,0.069,1,0.125,9985,9262,8,0,16,3,1,1,10,1,2,1,0,0,0
45,0,0.15,549,0.138,8,4,0.134,1,452,4,0,75,3,2,0.161,4,0.125,3697,9278,9,0,14,3,1,2,12,3,3,10,9,9,8
40,0,0.15,1124,0.206,1,2,0.136,1,453,2,0,57,1,2,0.175,4,0.125,7457,13273,2,1,22,4,3,3,6,2,2,4,3,0,2
29,1,0.15,318,0.138,8,4,0.134,1,454,2,0,77,1,1,0.239,1,0.125,2119,4759,1,1,11,3,4,0,7,4,2,7,7,0,7
29,0,0.15,738,0.138,9,5,0.134,1,455,2,0,30,2,1,0.239,4,0.255,3983,7621,0,0,17,3,3,0,4,2,3,3,2,2,2
30,0,0.15,570,0.206,5,3,0.22,1,456,4,1,30,2,2,0.175,3,0.101,6118,5431,1,0,13,3,3,3,10,2,3,10,9,1,2
27,0,0.15,1130,0.206,8,4,0.22,1,458,2,1,56,3,2,0.175,2,0.125,6214,3415,1,0,18,3,1,1,8,3,3,8,7,0,7
37,0,0.15,1192,0.138,5,2,0.136,1,460,4,0,61,3,2,0.069,4,0.101,6347,23177,7,0,16,3,3,2,8,2,2,6,2,0,4
38,0,0.15,343,0.138,15,2,0.147,1,461,3,0,92,2,3,0.025,4,0.101,11510,15682,0,1,14,3,2,1,12,3,3,11,10,2,9
31,0,0.15,1232,0.138,7,4,0.136,1,462,3,1,39,3,3,0.069,4,0.255,7143,25713,1,1,14,3,3,0,11,2,2,11,9,4,10
29,0,0.15,144,0.206,10,1,0.22,1,463,4,1,39,2,2,0.175,2,0.101,8268,11866,1,1,14,3,1,2,7,2,3,7,7,1,7
35,0,0.15,1296,0.138,5,4,0.242,1,464,3,0,62,3,3,0.069,2,0.255,8095,18264,0,0,13,3,4,0,17,5,3,16,6,0,13
23,0,0.15,1309,0.138,26,1,0.147,1,465,3,0,83,3,1,0.161,4,0.101,2904,16092,1,0,12,3,3,2,4,2,2,4,2,0,2
